id,BDL_10001,BDL_10002,BDL_10003,BDL_10004,BDL_10010,BDL_10011,BDL_10012
L2276,1109.0,1109.0,27.5,28.6,1.0,0.0,486.0
L2023,995.0,995.0,22.799999,27.700001,1.0,0.0,112.0
L1806,953.0,953.0,21.799999,25.6,1.0,0.0,98.0
L2019,940.0,940.0,21.799999,25.299999,1.0,0.0,132.0
L2013,925.0,925.0,24.799999,27.299999,1.0,0.0,140.0
L2274,896.0,896.0,27.0,28.299999,1.0,0.0,289.0
L1811,882.0,882.0,22.9,25.4,1.0,0.0,96.0
L0693,838.0,838.0,26.200001,32.299999,1.0,0.0,399.0
L0928,804.0,804.0,32.5,26.299999,1.0,0.0,399.0
L2024,795.0,795.0,20.1,20.5,1.0,0.0,112.0
L0694,784.0,784.0,24.4,24.200001,1.0,0.0,399.0
L1810,764.0,764.0,23.0,26.200001,1.0,0.0,96.0
L1765,743.0,743.0,22.299999,25.1,1.0,0.0,137.0
H0689,739.0,,23.5,25.200001,1.0,0.0,404.0
L2173,737.0,737.0,23.0,26.6,1.0,0.0,93.0
H0927,734.0,,26.9,30.5,1.0,0.0,399.0
H1251,711.0,,23.9,25.9,1.0,0.0,143.0
H1292,705.0,,21.5,25.299999,1.0,0.0,137.0
L0926,659.0,659.0,31.1,,1.0,0.0,404.0
L0528,606.0,606.0,25.4,36.200001,1.0,0.0,167.0
L1807,581.0,581.0,20.5,24.0,1.0,0.0,98.0
H1103,537.0,,25.1,28.799999,1.0,0.0,130.0
H1764,537.0,,25.299999,27.200001,1.0,0.0,130.0
L0525,397.0,397.0,25.299999,,1.0,0.0,144.0
H1679,359.0,,24.0,23.059999,1.0,0.0,204.0
H0526,215.0,,21.799999,,1.0,0.0,167.0
H0527,215.0,,25.200001,,1.0,0.0,167.0
H1680,182.0,,19.299999,,1.0,0.0,48.0
L1933,1004.0,1004.0,29.200001,65.099998,1.0,1.0,127.0
L2021,878.0,878.0,22.700001,50.5,1.0,1.0,112.0
L2275,804.0,804.0,36.900002,66.699997,1.0,1.0,289.0
L1804,774.0,774.0,25.9,48.099998,1.0,1.0,98.0
L2174,761.0,761.0,28.5,59.599998,1.0,1.0,93.0
L2175,749.0,749.0,28.200001,53.099998,1.0,1.0,93.0
L0524,742.0,742.0,31.1,67.300003,1.0,1.0,144.0
L1805,742.0,742.0,23.6,49.900002,1.0,1.0,98.0
H2012,734.0,,23.299999,41.200001,1.0,1.0,140.0
H2018,726.0,,25.700001,42.5,1.0,1.0,132.0
L2011,726.0,726.0,24.299999,47.200001,1.0,1.0,140.0
L2017,724.0,724.0,25.700001,53.599998,1.0,1.0,132.0
L1932,720.0,720.0,27.5,54.700001,1.0,1.0,127.0
L2020,719.0,719.0,26.299999,54.5,1.0,1.0,112.0
L0520,708.0,708.0,29.299999,62.099998,1.0,1.0,162.0
L0518,684.0,684.0,30.5,55.200001,1.0,1.0,162.0
L0523,676.0,676.0,30.799999,48.700001,1.0,1.0,144.0
L2277,676.0,676.0,40.0,,1.0,1.0,486.0
L1929,657.0,657.0,31.200001,62.900002,1.0,1.0,124.0
L1930,655.0,655.0,26.299999,44.700001,1.0,1.0,143.0
L1808,637.0,637.0,25.799999,55.0,1.0,1.0,96.0
L0517,586.0,586.0,27.9,50.400002,1.0,1.0,162.0
L2022,572.0,572.0,22.4,46.0,1.0,1.0,112.0
L0519,547.0,547.0,36.299999,60.799999,1.0,1.0,162.0
H0514,544.0,,32.700001,66.800003,1.0,1.0,209.0
H0516,544.0,,34.099998,68.300003,1.0,1.0,209.0
L0925,543.0,543.0,23.1,60.400002,1.0,1.0,209.0
L1931,498.0,498.0,32.400002,61.599998,1.0,1.0,96.0
H0521,351.0,,32.900002,54.459999,1.0,1.0,144.0
H0522,351.0,,27.5,25.950001,1.0,1.0,144.0
H1293,207.0,,33.900002,,1.0,1.0,137.0
H1301,207.0,,27.9,,1.0,1.0,137.0
H1681,182.0,,20.0,,1.0,1.0,48.0
H1682,182.0,,22.5,,1.0,1.0,48.0
L1100,128.0,128.0,,,1.0,1.0,124.0
L0546,908.0,908.0,20.799999,22.200001,1.0,0.0,129.0
L0545,847.0,847.0,20.4,23.700001,1.0,0.0,129.0
L2505,845.0,845.0,25.1,23.700001,1.0,0.0,154.0
L2181,814.0,814.0,25.700001,30.4,1.0,0.0,99.0
H1818,764.0,,19.1,24.200001,1.0,0.0,84.0
L1819,712.0,712.0,19.200001,25.5,1.0,0.0,84.0
L0538,711.0,711.0,27.6,23.700001,1.0,0.0,311.0
H1573,708.0,,30.6,30.200001,1.0,0.0,140.0
L1814,670.0,670.0,23.700001,31.9,1.0,0.0,113.0
L1821,659.0,659.0,19.700001,29.1,1.0,0.0,84.0
L2653,633.0,633.0,23.200001,23.9,1.0,0.0,249.0
L1306,622.0,622.0,26.5,31.299999,1.0,0.0,169.0
L2646,614.0,614.0,25.5,25.9,1.0,0.0,225.0
L1820,590.0,590.0,20.1,24.799999,1.0,0.0,84.0
L2643,547.0,547.0,25.4,,1.0,0.0,336.0
H1812,532.0,,22.200001,27.799999,1.0,0.0,113.0
H1813,532.0,,26.1,31.5,1.0,0.0,113.0
L2651,532.0,532.0,23.1,25.200001,1.0,0.0,225.0
L2504,490.0,490.0,23.9,26.700001,1.0,0.0,154.0
L1148,398.0,398.0,28.4,33.799999,1.0,0.0,142.0
H1885,344.0,,28.299999,26.02,1.0,0.0,160.0
H1886,344.0,,27.1,26.01,1.0,0.0,160.0
L2184,338.0,338.0,23.200001,29.299999,1.0,0.0,117.0
L2652,323.0,323.0,26.6,,1.0,0.0,249.0
H1146,212.0,,26.1,,1.0,0.0,142.0
H1147,212.0,,26.6,,1.0,0.0,142.0
L2503,816.0,816.0,26.4,37.0,1.0,1.0,154.0
L2186,741.0,741.0,46.299999,60.0,1.0,1.0,120.0
L1102,737.0,737.0,42.700001,46.900002,1.0,1.0,169.0
L1817,724.0,724.0,22.9,33.5,1.0,1.0,114.0
H0529,709.0,,29.6,30.1,1.0,1.0,174.0
H0530,709.0,,34.200001,39.900002,1.0,1.0,174.0
L1815,702.0,702.0,20.200001,27.1,1.0,1.0,114.0
L0533,700.0,700.0,23.799999,34.799999,1.0,1.0,154.0
L0534,676.0,676.0,25.200001,33.799999,1.0,1.0,154.0
L1816,676.0,676.0,18.1,19.6,1.0,1.0,114.0
L0536,667.0,667.0,27.5,41.0,1.0,1.0,207.0
L1135,645.0,645.0,33.700001,37.799999,1.0,1.0,140.0
L2502,623.0,623.0,29.299999,41.700001,1.0,1.0,154.0
L2185,607.0,607.0,42.0,46.299999,1.0,1.0,120.0
L2183,585.0,585.0,40.099998,53.099998,1.0,1.0,99.0
L2182,550.0,550.0,31.5,45.0,1.0,1.0,99.0
H1142,549.0,,34.700001,45.400002,1.0,1.0,142.0
H1143,549.0,,36.599998,47.900002,1.0,1.0,142.0
L2506,521.0,521.0,34.900002,42.099998,1.0,1.0,152.0
L0535,509.0,509.0,35.200001,40.900002,1.0,1.0,207.0
L0537,500.0,500.0,35.099998,,1.0,1.0,311.0
H0531,361.0,,28.1,,1.0,1.0,154.0
H0532,361.0,,24.6,,1.0,1.0,154.0
H1144,212.0,,34.0,,1.0,1.0,142.0
H1145,212.0,,36.599998,,1.0,1.0,142.0
L2283,912.0,912.0,27.200001,32.400002,1.0,0.0,99.0
L1570,880.0,880.0,25.799999,34.0,1.0,0.0,258.0
L2281,879.0,879.0,29.200001,34.400002,1.0,0.0,99.0
L2284,856.0,856.0,29.799999,40.599998,1.0,0.0,99.0
H1228,726.0,,37.599998,47.0,1.0,0.0,186.0
H1227,640.0,,36.5,47.599998,1.0,0.0,146.0
H1568,552.0,,27.200001,31.799999,1.0,0.0,258.0
H1569,552.0,,26.299999,28.299999,1.0,0.0,258.0
H1222,364.0,,29.4,35.900002,1.0,0.0,106.0
H1232,364.0,,30.799999,46.799999,1.0,0.0,106.0
H1223,216.0,,30.1,,1.0,0.0,146.0
H1224,216.0,,30.799999,,1.0,0.0,146.0
L1231,193.0,193.0,,,1.0,0.0,186.0
H1230,726.0,,41.5,69.099998,1.0,1.0,186.0
H1444,626.0,,41.599998,60.200001,1.0,1.0,245.0
H1445,619.0,,45.200001,66.800003,1.0,1.0,245.0
H1446,619.0,,42.599998,63.700001,1.0,1.0,245.0
H2286,547.0,,40.799999,66.599998,1.0,1.0,99.0
H2287,547.0,,43.099998,80.300003,1.0,1.0,99.0
H2288,547.0,,43.400002,65.099998,1.0,1.0,99.0
H2290,547.0,,42.599998,70.599998,1.0,1.0,99.0
L1229,450.0,450.0,41.900002,67.300003,1.0,1.0,186.0
L1235,447.0,447.0,48.900002,56.400002,1.0,1.0,106.0
H1233,364.0,,42.700001,77.5,1.0,1.0,106.0
H1303,364.0,,31.799999,52.5,1.0,1.0,106.0
L2289,342.0,342.0,43.799999,57.0,1.0,1.0,99.0
H1295,216.0,,34.0,,1.0,1.0,146.0
H1302,216.0,,42.900002,,1.0,1.0,146.0
L0647,996.0,996.0,46.900002,50.299999,1.0,0.0,210.0
L0649,879.0,879.0,33.099998,43.599998,1.0,0.0,148.0
L0648,816.0,816.0,31.6,36.799999,1.0,0.0,148.0
L0650,791.0,791.0,44.799999,52.200001,1.0,0.0,148.0
H1162,744.0,,36.700001,44.0,1.0,0.0,487.0
H1165,744.0,,35.400002,46.400002,1.0,0.0,487.0
L2005,690.0,690.0,38.400002,58.799999,1.0,0.0,156.0
L2004,641.0,641.0,38.900002,54.799999,1.0,0.0,156.0
L1155,585.0,585.0,35.799999,45.0,1.0,0.0,140.0
H0645,545.0,,31.799999,35.099998,1.0,0.0,210.0
H0646,545.0,,41.700001,47.599998,1.0,0.0,210.0
H1443,500.0,,33.799999,41.700001,1.0,0.0,119.0
H1169,370.0,,32.700001,43.400002,1.0,0.0,113.0
H1170,370.0,,31.9,44.799999,1.0,0.0,113.0
H1153,210.0,,34.0,,1.0,0.0,140.0
H1154,210.0,,40.200001,,1.0,0.0,140.0
L1166,1161.0,1161.0,45.200001,67.199997,1.0,1.0,487.0
H1163,1114.0,,43.799999,69.900002,1.0,1.0,487.0
L1164,1107.0,1107.0,57.900002,80.900002,1.0,1.0,487.0
L1173,986.0,986.0,42.599998,57.900002,1.0,1.0,113.0
L2002,898.0,898.0,38.099998,60.799999,1.0,1.0,156.0
L2001,865.0,865.0,47.0,70.099998,1.0,1.0,156.0
L0644,705.0,705.0,50.700001,69.5,1.0,1.0,210.0
L0641,692.0,692.0,59.200001,89.300003,1.0,1.0,205.0
L0639,657.0,657.0,58.0,80.400002,1.0,1.0,205.0
H0642,540.0,,43.299999,52.400002,1.0,1.0,205.0
H0643,540.0,,49.900002,82.300003,1.0,1.0,205.0
L0640,421.0,421.0,50.299999,,1.0,1.0,205.0
H1171,371.0,,40.799999,60.299999,1.0,1.0,113.0
H1304,371.0,,37.5,56.799999,1.0,1.0,113.0
H1797,367.0,,46.700001,76.599998,1.0,1.0,119.0
H1149,214.0,,54.299999,,1.0,1.0,144.0
H1150,214.0,,56.599998,,1.0,1.0,144.0
L2413,862.0,862.0,21.700001,27.1,1.0,0.0,87.0
L2566,705.0,705.0,12.5,22.799999,1.0,0.0,33.0
L2416,701.0,701.0,22.200001,27.0,1.0,0.0,87.0
L2206,697.0,697.0,22.200001,27.0,1.0,0.0,64.0
L2419,681.0,681.0,21.299999,26.299999,1.0,0.0,87.0
L2549,662.0,662.0,20.5,28.700001,1.0,0.0,42.0
L2205,638.0,638.0,20.6,24.4,1.0,0.0,64.0
L2424,604.0,604.0,19.4,25.0,1.0,0.0,54.0
L2565,318.0,318.0,12.1,,1.0,0.0,33.0
L2459,143.0,143.0,,,1.0,0.0,70.0
L2207,687.0,687.0,27.799999,48.0,1.0,1.0,64.0
L2417,686.0,686.0,22.200001,40.700001,1.0,1.0,87.0
L2415,650.0,650.0,32.5,57.700001,1.0,1.0,87.0
L2418,623.0,623.0,20.5,27.200001,1.0,1.0,87.0
L2414,615.0,615.0,28.0,51.099998,1.0,1.0,87.0
L2208,611.0,611.0,18.299999,31.700001,1.0,1.0,64.0
L2460,600.0,600.0,24.0,44.099998,1.0,1.0,70.0
L2461,529.0,529.0,24.6,44.799999,1.0,1.0,70.0
L2462,498.0,498.0,22.1,27.0,1.0,1.0,70.0
L2351,604.0,604.0,27.6,35.900002,1.0,0.0,133.0
L2448,557.0,557.0,21.0,30.4,1.0,0.0,47.0
L2352,459.0,459.0,25.5,30.6,1.0,0.0,133.0
L2444,324.0,324.0,17.4,,1.0,0.0,58.0
L2447,224.0,224.0,22.6,,1.0,0.0,47.0
L2443,181.0,181.0,21.1,,1.0,0.0,58.0
L2446,805.0,805.0,22.1,32.599998,1.0,1.0,58.0
L2354,764.0,764.0,30.0,45.099998,1.0,1.0,133.0
L2449,710.0,710.0,20.4,37.5,1.0,1.0,47.0
L2355,672.0,672.0,30.700001,47.200001,1.0,1.0,133.0
L2445,658.0,658.0,22.1,36.299999,1.0,1.0,58.0
L0687,956.0,956.0,24.1,29.1,1.0,0.0,127.0
L0201,680.0,680.0,34.299999,32.599998,1.0,0.0,128.0
L0373,625.0,625.0,46.099998,45.599998,1.0,0.0,142.0
L0688,617.0,617.0,24.799999,28.1,1.0,0.0,127.0
L0089,576.0,576.0,27.5,,1.0,0.0,384.0
L0091,570.0,570.0,26.700001,19.9,1.0,0.0,315.0
H1006,548.0,,44.900002,41.299999,1.0,0.0,169.0
L1015,543.0,543.0,24.799999,23.1,1.0,0.0,115.0
L2280,515.0,515.0,33.299999,,1.0,0.0,354.0
L1001,476.0,476.0,46.200001,35.700001,1.0,0.0,218.0
L0199,466.0,466.0,30.299999,33.599998,1.0,0.0,133.0
L0197,462.0,462.0,33.5,31.299999,1.0,0.0,133.0
L0092,452.0,452.0,27.200001,,1.0,0.0,243.0
L0375,448.0,448.0,43.0,40.099998,1.0,0.0,142.0
L0371,440.0,440.0,38.0,27.799999,1.0,0.0,142.0
L0369,435.0,435.0,36.599998,39.599998,1.0,0.0,144.0
L1002,435.0,435.0,41.599998,34.200001,1.0,0.0,218.0
L1013,427.0,427.0,28.9,23.700001,1.0,0.0,115.0
L1014,403.0,403.0,25.200001,25.200001,1.0,0.0,115.0
L0090,401.0,401.0,26.700001,,1.0,0.0,315.0
L0195,393.0,393.0,34.0,25.0,1.0,0.0,133.0
H0365,348.0,,45.900002,49.299999,1.0,0.0,144.0
H0367,348.0,,41.099998,46.200001,1.0,0.0,144.0
L1010,337.0,337.0,31.700001,29.9,1.0,0.0,218.0
H2577,245.0,,25.200001,,1.0,0.0,78.0
H2578,245.0,,26.9,,1.0,0.0,78.0
L0685,712.0,712.0,45.900002,63.700001,1.0,1.0,127.0
L0372,688.0,688.0,50.599998,65.300003,1.0,1.0,142.0
L1011,623.0,623.0,52.299999,61.700001,1.0,1.0,218.0
L0686,605.0,605.0,27.5,45.900002,1.0,1.0,127.0
L0376,593.0,593.0,47.5,51.400002,1.0,1.0,127.0
L1004,592.0,592.0,52.700001,56.5,1.0,1.0,218.0
H1017,557.0,,46.799999,61.599998,1.0,1.0,115.0
H1009,548.0,,54.700001,65.0,1.0,1.0,169.0
L0374,524.0,524.0,53.400002,62.799999,1.0,1.0,142.0
L0683,517.0,517.0,40.599998,65.199997,1.0,1.0,127.0
L2579,515.0,515.0,32.400002,56.700001,1.0,1.0,78.0
L0204,503.0,503.0,47.400002,48.200001,1.0,1.0,128.0
L1016,478.0,478.0,49.5,58.400002,1.0,1.0,115.0
L1003,476.0,476.0,55.0,68.400002,1.0,1.0,218.0
L1007,437.0,437.0,51.200001,58.5,1.0,1.0,169.0
L0377,425.0,425.0,57.599998,69.300003,1.0,1.0,127.0
L2392,408.0,408.0,45.900002,,1.0,1.0,339.0
L0196,393.0,393.0,48.400002,50.200001,1.0,1.0,133.0
L0200,388.0,388.0,52.0,41.299999,1.0,1.0,128.0
L0198,359.0,359.0,41.299999,49.299999,1.0,1.0,133.0
H0368,349.0,,52.900002,66.699997,1.0,1.0,144.0
H0370,347.0,,51.299999,58.299999,1.0,1.0,142.0
L0366,342.0,342.0,41.799999,39.900002,1.0,1.0,144.0
L1012,265.0,265.0,46.5,,1.0,1.0,218.0
L1005,243.0,243.0,40.0,,1.0,1.0,218.0
L2580,242.0,242.0,24.299999,,1.0,1.0,78.0
L0093,762.0,762.0,30.0,29.299999,1.0,0.0,308.0
H0095,741.0,,21.5,22.9,1.0,0.0,377.0
H0096,741.0,,27.200001,27.299999,1.0,0.0,377.0
L0094,426.0,426.0,36.599998,,1.0,0.0,308.0
L0097,1197.0,1197.0,24.299999,22.299999,1.0,0.0,550.0
L0362,773.0,773.0,25.1,26.6,1.0,0.0,222.0
L0206,717.0,717.0,23.6,29.799999,1.0,0.0,134.0
L0098,631.0,631.0,24.799999,,1.0,0.0,550.0
L0100,244.0,244.0,18.799999,,1.0,0.0,184.0
L0484,1229.0,1229.0,20.4,31.799999,1.0,1.0,470.0
L0481,1117.0,1117.0,23.1,32.799999,1.0,1.0,470.0
L0483,1108.0,1108.0,23.0,37.099998,1.0,1.0,470.0
L0482,1088.0,1088.0,23.1,39.5,1.0,1.0,470.0
L0207,695.0,695.0,25.1,35.299999,1.0,1.0,134.0
L0099,593.0,593.0,25.700001,33.0,1.0,1.0,184.0
L0205,271.0,271.0,24.299999,,1.0,1.0,134.0
L0101,728.0,728.0,21.799999,,1.0,0.0,638.0
L1768,587.0,587.0,24.0,25.200001,1.0,0.0,121.0
L0102,548.0,548.0,26.4,,1.0,0.0,458.0
H1333,362.0,,19.4,16.0,1.0,0.0,68.0
H1576,362.0,,17.4,21.200001,1.0,0.0,68.0
L1335,355.0,355.0,19.9,29.1,1.0,0.0,68.0
L1332,204.0,204.0,21.1,,1.0,0.0,68.0
L0359,195.0,195.0,27.299999,,1.0,0.0,172.0
L0357,174.0,174.0,24.700001,,1.0,0.0,172.0
L0358,153.0,153.0,,,1.0,0.0,110.0
L0361,152.0,152.0,,,1.0,0.0,110.0
L1029,132.0,132.0,,,1.0,0.0,128.0
L1027,493.0,493.0,23.4,26.4,1.0,1.0,166.0
L1337,449.0,449.0,39.200001,36.200001,1.0,1.0,122.0
L0666,380.0,380.0,47.0,,1.0,1.0,172.0
L0356,370.0,370.0,22.700001,,1.0,1.0,172.0
L1028,338.0,338.0,23.0,27.5,1.0,1.0,166.0
L1336,248.0,248.0,38.400002,,1.0,1.0,122.0
L1339,245.0,245.0,31.700001,,1.0,1.0,122.0
L0667,226.0,226.0,43.0,,1.0,1.0,172.0
L0664,187.0,187.0,24.6,,1.0,1.0,172.0
L1030,140.0,140.0,,,1.0,1.0,128.0
L1338,136.0,136.0,,,1.0,1.0,130.0
L2398,815.0,815.0,27.0,36.400002,1.0,0.0,119.0
L2397,788.0,788.0,27.200001,35.599998,1.0,0.0,119.0
L2399,701.0,701.0,41.299999,76.5,1.0,1.0,119.0
L0902,659.0,659.0,28.299999,32.200001,1.0,0.0,290.0
L2293,653.0,653.0,29.700001,45.0,1.0,0.0,71.0
L2515,603.0,603.0,28.200001,54.799999,1.0,0.0,76.0
L2426,557.0,557.0,23.0,53.099998,1.0,0.0,52.0
L2509,522.0,522.0,34.599998,50.5,1.0,0.0,76.0
L2510,503.0,503.0,34.099998,73.599998,1.0,0.0,76.0
L0901,472.0,472.0,28.5,,1.0,0.0,290.0
L2421,340.0,340.0,26.4,55.5,1.0,0.0,85.0
L2679,261.0,261.0,18.200001,,1.0,0.0,39.0
L2292,799.0,799.0,32.200001,59.799999,1.0,1.0,71.0
L1312,744.0,744.0,43.400002,,1.0,1.0,674.0
L2512,719.0,719.0,27.4,37.900002,1.0,1.0,76.0
L2422,712.0,712.0,27.200001,32.400002,1.0,1.0,85.0
L2514,676.0,676.0,26.4,31.299999,1.0,1.0,76.0
L2513,644.0,644.0,25.299999,33.299999,1.0,1.0,76.0
L2511,640.0,640.0,25.0,30.700001,1.0,1.0,76.0
L2291,595.0,595.0,32.799999,71.5,1.0,1.0,61.0
L2428,594.0,594.0,22.6,30.0,1.0,1.0,52.0
L0899,568.0,568.0,40.0,40.200001,1.0,1.0,290.0
L2427,533.0,533.0,25.799999,32.099998,1.0,1.0,52.0
L0900,507.0,507.0,40.900002,,1.0,1.0,290.0
L0898,487.0,487.0,46.099998,,1.0,1.0,290.0
L2423,424.0,424.0,28.0,35.700001,1.0,1.0,85.0
L2357,685.0,685.0,26.1,27.799999,1.0,0.0,126.0
L2356,600.0,600.0,19.799999,22.4,1.0,0.0,126.0
L2567,528.0,528.0,26.4,31.6,1.0,0.0,26.0
L2568,434.0,434.0,30.6,29.200001,1.0,0.0,26.0
L2527,243.0,243.0,19.299999,,1.0,0.0,79.0
L2526,198.0,198.0,43.200001,,1.0,0.0,100.0
L2358,644.0,644.0,35.700001,49.700001,1.0,1.0,126.0
L2570,484.0,484.0,38.099998,40.799999,1.0,1.0,26.0
L2571,484.0,484.0,41.299999,47.299999,1.0,1.0,26.0
L2524,412.0,412.0,30.4,31.9,1.0,1.0,100.0
L2572,406.0,406.0,45.0,57.5,1.0,1.0,26.0
L2359,360.0,360.0,35.0,51.599998,1.0,1.0,126.0
L2525,352.0,352.0,39.0,63.5,1.0,1.0,100.0
L2528,340.0,340.0,29.5,43.700001,1.0,1.0,79.0
L2209,862.0,862.0,25.799999,34.0,1.0,0.0,57.0
L2406,852.0,852.0,25.1,28.799999,1.0,0.0,83.0
L2516,779.0,779.0,25.799999,27.799999,1.0,0.0,86.0
L2407,683.0,683.0,22.4,31.299999,1.0,0.0,83.0
L2403,630.0,630.0,22.299999,25.5,1.0,0.0,85.0
L2562,600.0,600.0,14.8,24.200001,1.0,0.0,33.0
L2429,520.0,520.0,23.1,25.4,1.0,0.0,64.0
L2212,835.0,835.0,29.5,41.700001,1.0,1.0,57.0
L2517,730.0,730.0,28.299999,42.099998,1.0,1.0,86.0
L2564,635.0,635.0,26.799999,49.5,1.0,1.0,43.0
L2405,628.0,628.0,36.599998,63.599998,1.0,1.0,85.0
L2404,620.0,620.0,31.799999,49.0,1.0,1.0,85.0
L2409,545.0,545.0,34.400002,60.099998,1.0,1.0,83.0
L2532,538.0,538.0,23.799999,29.4,1.0,1.0,106.0
L2430,511.0,511.0,25.6,36.700001,1.0,1.0,64.0
L2211,388.0,388.0,40.799999,56.700001,1.0,1.0,57.0
L2518,360.0,360.0,19.700001,28.4,1.0,1.0,86.0
L2166,855.0,855.0,33.599998,39.900002,1.0,0.0,103.0
L0104,829.0,829.0,29.700001,27.700001,1.0,0.0,434.0
L0103,774.0,774.0,34.0,24.1,1.0,0.0,434.0
L2260,703.0,703.0,39.900002,41.200001,1.0,0.0,295.0
L0379,697.0,697.0,36.5,33.5,1.0,0.0,121.0
H1541,677.0,,23.700001,36.799999,1.0,0.0,64.0
L2167,633.0,633.0,25.200001,28.0,1.0,0.0,103.0
L2123,560.0,560.0,35.700001,48.5,1.0,0.0,161.0
L1540,554.0,554.0,21.799999,35.200001,1.0,0.0,64.0
L2484,553.0,553.0,23.799999,30.700001,1.0,0.0,62.0
L0194,390.0,390.0,28.6,,1.0,0.0,163.0
H1034,377.0,,29.0,31.299999,1.0,0.0,120.0
H1277,377.0,,25.4,28.1,1.0,0.0,120.0
L2172,323.0,323.0,23.5,,1.0,0.0,59.0
H1791,205.0,,16.700001,,1.0,0.0,41.0
H1792,205.0,,16.9,,1.0,0.0,41.0
L0684,841.0,841.0,32.599998,70.900002,1.0,1.0,199.0
L0193,703.0,703.0,59.799999,85.900002,1.0,1.0,163.0
L2472,689.0,689.0,39.400002,69.699997,1.0,1.0,70.0
H2259,688.0,,45.5,62.700001,1.0,1.0,295.0
L1539,662.0,662.0,29.799999,58.900002,1.0,1.0,64.0
L2482,642.0,642.0,35.299999,72.900002,1.0,1.0,62.0
L2169,527.0,527.0,45.200001,69.800003,1.0,1.0,84.0
L2170,502.0,502.0,43.799999,73.699997,1.0,1.0,59.0
L2171,502.0,502.0,43.099998,75.0,1.0,1.0,59.0
L0378,500.0,500.0,35.299999,72.599998,1.0,1.0,121.0
L2473,500.0,500.0,29.299999,62.0,1.0,1.0,70.0
L2487,499.0,499.0,48.900002,73.599998,1.0,1.0,149.0
L2481,449.0,449.0,37.799999,71.800003,1.0,1.0,62.0
L2168,409.0,409.0,42.900002,76.300003,1.0,1.0,103.0
H1031,377.0,,44.5,74.199997,1.0,1.0,120.0
H1032,377.0,,42.299999,,1.0,1.0,120.0
L2122,368.0,368.0,43.0,,1.0,1.0,161.0
L2486,320.0,320.0,39.700001,,1.0,1.0,149.0
H1538,312.0,,29.9,,1.0,1.0,64.0
L0083,1083.0,1083.0,24.9,25.5,1.0,0.0,370.0
L0271,849.0,849.0,44.299999,48.099998,1.0,0.0,188.0
L0082,808.0,808.0,24.5,19.0,1.0,0.0,370.0
L2432,787.0,787.0,31.5,46.700001,1.0,0.0,66.0
L2410,698.0,698.0,30.6,43.299999,1.0,0.0,85.0
L2189,646.0,646.0,30.200001,45.299999,1.0,0.0,57.0
L2190,639.0,639.0,33.299999,48.400002,1.0,0.0,57.0
L0269,552.0,552.0,44.900002,28.9,1.0,0.0,188.0
H2519,362.0,,22.0,29.200001,1.0,0.0,111.0
H2520,362.0,,28.6,37.299999,1.0,0.0,111.0
H0777,226.0,,24.0,,1.0,0.0,180.0
H0778,226.0,,24.9,,1.0,0.0,180.0
L2188,883.0,883.0,42.799999,51.900002,1.0,1.0,57.0
L2187,719.0,719.0,43.599998,50.200001,1.0,1.0,64.0
L2411,719.0,719.0,42.099998,50.099998,1.0,1.0,85.0
L2522,709.0,709.0,39.400002,52.200001,1.0,1.0,111.0
L2521,705.0,705.0,40.0,50.700001,1.0,1.0,111.0
L2412,638.0,638.0,39.099998,53.0,1.0,1.0,85.0
L0775,583.0,583.0,30.6,29.0,1.0,1.0,180.0
L2547,563.0,563.0,17.700001,50.099998,1.0,1.0,30.0
H2433,387.0,,30.0,47.799999,1.0,1.0,66.0
H2434,387.0,,37.900002,53.200001,1.0,1.0,66.0
L0776,368.0,368.0,20.6,,1.0,1.0,180.0
L0268,280.0,280.0,46.799999,,1.0,1.0,188.0
L0270,280.0,280.0,47.0,,1.0,1.0,188.0
L0774,190.0,190.0,26.200001,,1.0,1.0,180.0
L2198,911.0,911.0,27.200001,37.700001,1.0,0.0,57.0
L2529,734.0,734.0,25.799999,25.5,1.0,0.0,87.0
L2401,704.0,704.0,28.9,40.900002,1.0,0.0,72.0
L2550,99.0,99.0,,,1.0,0.0,43.0
L2200,785.0,785.0,38.0,44.799999,1.0,1.0,57.0
L2439,747.0,747.0,26.9,37.700001,1.0,1.0,52.0
L2530,729.0,729.0,36.799999,42.900002,1.0,1.0,87.0
L2402,645.0,645.0,38.700001,45.900002,1.0,1.0,72.0
L2450,621.0,621.0,39.099998,43.900002,1.0,1.0,70.0
L2437,616.0,616.0,29.299999,40.099998,1.0,1.0,52.0
L2438,538.0,538.0,28.4,39.099998,1.0,1.0,52.0
L2199,460.0,460.0,37.200001,45.0,1.0,1.0,57.0
L1046,902.0,902.0,28.6,34.099998,1.0,0.0,142.0
L2348,860.0,860.0,24.700001,30.1,1.0,0.0,140.0
L0435,796.0,796.0,23.9,30.1,1.0,0.0,93.0
L0437,761.0,761.0,25.299999,29.0,1.0,0.0,93.0
L0295,743.0,743.0,26.700001,29.799999,1.0,0.0,132.0
L1533,739.0,739.0,24.0,27.5,1.0,0.0,95.0
L0085,738.0,738.0,28.6,27.0,1.0,0.0,301.0
H1044,724.0,,24.6,28.1,1.0,0.0,184.0
H1045,724.0,,27.299999,32.200001,1.0,0.0,184.0
H1288,630.0,,28.799999,29.9,1.0,0.0,168.0
L0744,614.0,614.0,27.700001,29.200001,1.0,0.0,238.0
L0084,599.0,599.0,28.1,28.5,1.0,0.0,301.0
